zip_code,total_population,total_non_hispanic,total_white_nonhispanic,total_black_nonhispanic,total_asian_alone,total_black,total_hispanic,average_household_size,pct_more_than_one_occupant_per_room,total_male,total_female,age_60_and_over,age_65_and_over,age_75_and_over,median_age,below_poverty_level,pct_below_poverty_level,household_median_income,household_mean_income,pct_services
06390,183,179,175,0,0,4,4,2.3956164383561642,0.0,110,73,66,35,10,58.9,3.0,1.7,-,114860,0.2462686567164179
10001,22924,19678,12182,1289,5731,1687,3246,1.7573831550156864,3.0999999999999996,11671,11253,4825,3400,1807,36.7,2912.0,13.3,88526,196505,0.12827298050139277
10002,74993,54603,16472,5249,30847,7645,20390,2.184007155635063,8.3,36230,38763,21188,15810,8099,43.6,20565.0,27.7,35859,71841,0.2754383872122152
10003,54682,50176,38521,2961,7366,3491,4506,1.7024659317103048,3.5,27503,27179,9253,6433,2993,32.3,3812.0,8.5,112131,306152,0.06627770574797802
10004,3028,2916,1834,47,899,67,112,1.8254490657022302,3.8000000000000003,1267,1761,415,228,61,37.1,66.0,2.2,157645,305243,0.016377649325626204
10005,8831,8223,6132,219,1497,327,608,2.0155304069501603,13.3,4003,4828,147,112,28,30.1,840.0,9.5,173333,292722,0.023957409050576754
10006,3454,3040,2183,36,687,71,414,1.927591973244147,10.9,1633,1821,126,16,0,31.8,164.0,4.7,176250,263224,0.03815640347563279
10007,7023,6443,5056,294,826,387,580,2.2552032222629075,6.300000000000001,4118,2905,692,434,76,36.0,145.0,2.3,246813,458884,0.03619197482297404
10009,57925,43578,29677,4936,7428,6539,14347,1.923798439181916,4.4,26519,31406,12204,8837,3504,37.1,13560.0,23.4,61548,116167,0.11759937646141855
10010,33730,30027,21570,1728,5773,2108,3703,1.855675411836486,3.4000000000000004,17370,16360,5824,4723,1829,34.7,3952.0,12.7,117923,281159,0.0540238811765848
10011,50472,44768,36075,2382,4627,3582,5704,1.6789230293875308,4.3,26058,24414,11714,8166,3596,40.6,5483.0,11.1,128613,348111,0.051043807141368115
10012,23411,21917,16332,596,4055,977,1494,1.8283473133460675,7.8999999999999995,11579,11832,4430,3322,1106,33.9,2591.0,11.6,109037,243647,0.048658172946597994
10013,28709,26981,15042,1044,9545,1546,1728,2.236395795094277,9.7,14029,14680,6193,4452,2204,38.0,3093.0,11.5,105442,314885,0.14222873900293256
10014,30738,28691,25787,311,1725,529,2047,1.6665055680509078,2.2,15513,15225,6490,4582,1874,38.3,1928.0,6.4,126601,341450,0.04667933537981776
10016,51057,47514,33836,1780,9748,2744,3543,1.7084921842578502,3.7,24165,26892,9548,7422,3390,33.5,4816.0,9.7,117004,273083,0.03299088409781508
10017,15801,14869,10825,354,3352,478,932,1.5736143361938413,5.2,7134,8667,4237,3363,1098,39.7,975.0,6.2,127506,286117,0.03713842503878091
10018,9687,8216,4611,432,2867,561,1471,1.8881609421000978,6.6,5144,4543,1007,703,284,32.8,1490.0,15.5,108914,196114,0.10755595613639778
10019,43703,36375,24786,2331,7554,3144,7328,1.6959745162812647,5.4,22413,21290,9234,6794,2484,39.5,5342.0,12.3,98833,253219,0.07447212910806235
10020,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10021,46215,42551,36643,270,4333,681,3664,1.8235349655944952,3.2,21010,25205,12381,10250,5045,41.0,2185.0,4.8,118289,363052,0.024371725761141903
10022,31125,29439,24521,373,3801,732,1686,1.6861898166103386,2.0,14113,17012,10994,8881,4407,47.5,1149.0,3.8,135363,427259,0.045727856096205347
10023,62435,55873,45242,2348,6637,3088,6562,1.8043373994598282,3.1,27151,35284,17612,14025,5928,43.3,5014.0,8.2,130452,331875,0.05228115518597595
10024,59001,52581,45305,1731,4274,2744,6420,2.023591179437237,2.3,26607,32394,15431,11479,4755,43.1,4197.0,7.2,131668,375977,0.05175296966901165
10025,92805,71069,50675,9197,8271,14041,21736,2.09293104271057,3.6,41890,50915,25020,18590,7392,41.3,12890.0,14.6,85930,221643,0.11590847464697662
10026,39363,30974,7744,19796,2308,22257,8389,2.4752244792340536,4.4,18124,21239,5860,4113,1754,35.1,9804.0,25.2,58884,107008,0.20150851085516258
10027,64548,48121,16194,23723,6121,26969,16427,2.4035945571374575,5.4,29804,34744,9343,6562,2944,31.0,16555.0,28.6,46113,97728,0.18085339969260045
10028,47793,44260,38688,392,4506,881,3533,1.8857982463069753,3.8,20516,27277,11482,8873,4066,38.9,2403.0,5.0,125140,370171,0.027365687388410973
10029,79597,41475,12310,20558,7395,25714,38122,2.3996560429157463,7.7,36356,43241,15322,10705,5415,35.1,25526.0,33.2,34016,76698,0.24772917506277708
10030,29882,22227,3217,17098,536,20149,7655,2.2938599246231153,7.800000000000001,13233,16649,5003,3319,1662,36.1,8777.0,29.4,37232,86144,0.2875151342496973
10031,60254,29299,10485,14291,2279,26486,30955,2.72377476205656,8.5,30567,29687,10009,6548,3086,34.2,13451.0,22.4,49891,75008,0.3031186763480538
10032,64264,21670,9038,8737,2888,14433,42594,2.9794072189237584,11.9,32163,32101,11632,8301,3873,34.7,14585.0,23.1,50391,72422,0.3554741980474198
10033,59607,18765,14090,2448,1238,8637,40842,2.989662120903725,11.9,30216,29391,11276,8322,3653,35.8,11496.0,19.6,58614,78761,0.3012758586228722
10034,42910,12985,8628,2329,1298,5989,29925,2.6640820130475302,14.4,20361,22549,8451,5779,2142,36.4,8355.0,19.6,54716,71361,0.32340834248079037
10035,35743,19808,3638,13227,1583,15618,15935,2.2690802606043805,7.8999999999999995,17697,18046,6254,4521,2067,36.3,13064.0,37.6,30081,58332,0.282671272308578
10036,27428,21520,14100,1726,5218,2326,5908,1.6580448618921089,3.5,14922,12506,4752,3106,988,36.7,4183.0,15.3,91936,190035,0.09832046734821615
10037,21139,16622,1247,14335,528,15990,4517,2.137444250333984,7.0,9399,11740,4092,3075,1667,35.3,5249.0,25.1,45041,64197,0.20422291450328833
10038,22800,19582,10249,1558,7069,2461,3218,2.1059177277179235,7.3,10696,12104,5252,3865,1955,36.2,4125.0,19.0,86058,147002,0.11183513887757596
10039,27726,18348,1872,15274,452,18406,9378,2.4424308652988405,6.5,11816,15910,4020,2598,1201,33.7,7148.0,25.8,39653,58199,0.2783101408215982
10040,44571,13603,9352,2181,1257,6355,30968,2.656327791854644,11.899999999999999,20779,23792,9772,7341,3752,37.4,9557.0,22.3,47137,72424,0.3129360739204224
10044,11682,10129,4448,1296,3958,1541,1553,2.130429654591407,10.1,5498,6184,2973,2238,1158,42.2,1174.0,11.6,100441,157678,0.061622026596740966
10065,28109,26260,22684,575,2633,662,1849,1.8705995688493668,4.1,12248,15861,7564,6042,3168,39.8,1922.0,6.9,127375,368270,0.03836225010506093
10069,5085,5028,3123,148,1533,197,57,1.995544670846395,7.6,2354,2731,542,345,197,36.0,522.0,10.3,110625,346491,0.005555555555555556
10075,21556,18486,16362,677,1047,743,3070,1.9068219302220208,6.1,10096,11460,6958,5827,2990,45.0,1075.0,5.1,137146,346244,0.06328808931009558
10103,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10110,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10111,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10112,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10115,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10119,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10128,59256,51949,42129,1766,5781,2808,7307,1.9227060050177576,3.9,25338,33918,14492,10998,4881,39.5,3686.0,6.2,114010,298667,0.050435656836461125
10152,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10153,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10154,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10162,1584,1584,1457,0,72,0,0,,6.3,679,905,379,334,186,38.7,0.0,0.0,188880,321763,0.04756380510440835
10165,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10167,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10168,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10169,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10170,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10171,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10172,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10173,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10174,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10177,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10199,148,148,70,0,78,0,0,,58.2,47,101,0,0,0,23.6,78.0,52.7,-,N,0.0
10271,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10278,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10279,43,43,43,0,0,0,0,,0.0,18,25,0,0,0,-,0.0,0.0,-,-,0.0
10280,9384,8558,6612,164,1474,330,826,2.057296052631579,8.4,4477,4907,1233,858,234,38.1,336.0,3.6,169844,301694,0.02033120183636662
10282,5593,5169,3745,45,1163,61,424,2.506387270282385,7.7,2707,2886,462,330,138,35.3,190.0,3.4,"250,000+",374989,0.028324697754749568
10301,38733,29142,16456,8200,2320,11640,9591,2.5218400165642905,5.9,18449,20284,8346,5766,2431,38.2,8477.0,23.0,55802,95836,0.18843104276790004
10302,18204,10725,5681,3502,1269,4029,7479,2.938747763864043,4.1000000000000005,9313,8891,2769,1874,708,34.9,2973.0,16.4,64103,94357,0.28406020841373986
10303,25947,15844,4581,8543,2099,9784,10103,3.16044384502207,10.2,12810,13137,3771,2434,838,33.1,6542.0,25.3,62558,81195,0.2942067398712609
10304,41064,30701,15539,10335,3918,11936,10363,2.819037538808919,5.7,20233,20831,8722,5840,2563,38.1,8564.0,21.5,52199,108490,0.25378993779066256
10305,42298,35378,26370,2628,5405,3239,6920,2.8229666507535978,6.300000000000001,20145,22153,9210,6298,2896,39.5,5365.0,12.9,76489,102939,0.21195330571843563
10306,53142,45327,39656,1651,3100,2597,7815,2.6298960363872643,2.6,24906,28236,13358,9461,4451,43.9,5191.0,9.9,79569,113762,0.2157492969063881
10307,15232,13833,13293,56,418,56,1399,2.85468197214904,3.5,7448,7784,2600,1733,737,39.7,1075.0,7.1,80893,132079,0.14155528554070473
10308,30186,27298,25268,310,1502,439,2888,2.8321994740796392,2.1,14569,15617,7516,5360,2353,42.9,1769.0,5.9,93963,120818,0.17468006651724388
10309,33531,30424,28515,193,1206,313,3107,2.9048761339846476,0.9,16842,16689,7330,5198,1953,40.5,3089.0,9.2,103175,130338,0.14190027288514018
10310,23262,15911,9676,4387,1449,5401,7351,2.7654097771387494,4.7,11065,12197,4762,3109,1244,38.8,4428.0,19.1,72093,103867,0.2223336006415397
10311,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10312,61741,55507,50629,749,3356,1046,6234,2.8809344308296696,2.2,29882,31859,14646,10607,3720,41.6,3995.0,6.5,95064,125305,0.14883428291796288
10314,90761,77035,56696,3352,14904,4427,13726,2.8564555831898475,4.9,43762,46999,21563,15645,6313,40.8,8558.0,9.5,86742,116742,0.1989647127442403
10451,47798,19562,1264,16912,557,20867,28236,2.487957956387596,10.0,22334,25464,8157,6020,2808,34.1,16967.0,35.5,28921,51850,0.4109349313252373
10452,76078,24255,1446,20567,1027,27616,51823,2.8794626043022276,18.700000000000003,34800,41278,9242,6152,2248,31.6,28044.0,37.2,28277,43432,0.47207938951298595
10453,79606,24555,941,21817,1043,27063,55051,2.8603564879336902,15.7,36246,43360,9909,6716,2208,30.4,32022.0,40.5,25275,40617,0.45005219887772413
10454,38203,12247,888,10753,130,12941,25956,2.822349054454317,14.100000000000001,18469,19734,4601,3212,1644,29.6,17330.0,45.9,21149,41597,0.4793530113297555
10455,42283,11911,563,10288,521,13540,30372,2.854998264009444,12.299999999999999,20172,22111,5622,3870,1687,30.6,16515.0,39.6,26801,44953,0.4295823592594933
10456,94218,36247,1133,32331,783,42254,57971,2.981412231104179,14.1,43844,50374,12959,8502,3159,30.9,35856.0,38.7,27106,46748,0.4684371926170225
10457,74554,24924,1052,21964,682,31654,49630,2.8932735243971743,17.9,35086,39468,9600,6754,2534,29.8,27750.0,38.1,27420,46260,0.45917892551630335
10458,83960,25397,6995,14617,2333,18960,58563,2.9554394839088043,17.1,40415,43545,10336,6586,2438,29.0,28518.0,35.3,33932,51860,0.4305953933072577
10459,48351,15521,791,13962,356,17790,32830,2.9049383469661825,10.2,23004,25347,6897,4864,2338,31.3,16462.0,34.3,27687,48578,0.4011624718977902
10460,59505,18146,1539,15043,888,19091,41359,2.855386195763831,12.0,27647,31858,9440,6612,2500,31.6,21567.0,36.7,26866,44664,0.42739018087855296
10461,50348,26882,16754,3862,5383,5908,23466,2.6023173244571245,8.2,24497,25851,10596,7838,3919,37.8,7332.0,14.8,56612,83716,0.25576104815267303
10462,76756,40273,8909,19050,9627,23923,36483,2.5849994922655113,11.100000000000001,36091,40665,13226,9245,4127,36.3,14872.0,19.5,52409,70616,0.30485521209325045
10463,71360,34888,22584,7980,2579,13003,36472,2.404286311972666,8.1,33641,37719,18097,14115,6845,39.8,11862.0,17.2,58551,98513,0.2521613832853026
10464,4434,3317,2966,83,245,119,1117,2.33229793977813,1.8,2162,2272,1335,997,389,44.9,359.0,8.1,93365,140250,0.10203235172127748
10465,44205,24637,18898,3915,1254,6201,19568,2.6439252219582343,3.5999999999999996,21403,22802,10806,7680,3892,41.5,5141.0,12.2,74796,106350,0.2217236958879795
10466,72479,56508,2074,50054,2169,54368,15971,3.0291731353358085,9.3,31842,40637,13431,9090,4046,36.6,14086.0,19.7,51477,77077,0.33485326070324695
10467,103732,49446,9736,31584,5916,38921,54286,2.7772966350865733,15.899999999999999,49745,53987,17307,11360,4873,33.7,28506.0,27.9,37015,56744,0.35801565145759917
10468,78647,19059,2323,12763,2224,18087,59588,2.9308876907889743,18.0,37011,41636,10776,7812,3139,32.2,24945.0,32.1,36046,52131,0.4641899982893311
10469,73870,52452,7907,38318,4757,41477,21418,3.174384855233853,9.8,34385,39485,16919,12216,5881,40.2,10753.0,15.1,63652,87782,0.30137957519718767
10470,15432,12177,5590,5714,537,6227,3255,2.5203917050691245,7.1,7069,8363,3596,2615,1325,40.5,1904.0,12.4,57160,90146,0.2367856184598873
10471,21896,16893,12819,2276,1262,2919,5003,2.18216445685043,3.2,10378,11518,7199,5554,3147,44.9,1885.0,10.0,85707,160369,0.1058882235528942
10472,68796,24393,1795,16343,4483,20150,44403,3.1070265454379307,15.9,33428,35368,10937,7663,3383,32.1,23421.0,34.4,30977,51763,0.40514689136870874
10473,59609,23344,1535,19922,918,25936,36265,2.8312080248387868,6.5,26916,32693,12239,8779,3729,36.1,15182.0,25.7,41638,67745,0.34623655913978496
10474,12127,4439,147,4229,9,5151,7688,3.1796473623853214,16.9,6430,5697,1478,913,335,30.2,4820.0,42.9,25493,47042,0.41767167117893184
10475,43208,30666,3419,24539,1186,28010,12542,2.2258435950743647,6.1,18358,24850,13845,10594,5021,45.0,4411.0,10.5,50832,76817,0.23030852081131412
10501,1394,1226,1171,15,4,44,168,3.232505800464037,0.0,675,719,330,270,141,47.1,8.0,0.6,197321,187296,0.11360239162929746
10502,5567,5175,4031,154,772,285,392,2.843198773633112,3.6,2903,2664,1518,1101,565,47.4,93.0,1.7,163902,232821,0.06587898317221626
10503,173,154,139,0,15,0,19,,0.0,71,102,102,68,17,60.9,17.0,9.8,-,N,0.0
10504,8254,7645,7073,30,312,131,609,2.9817070524412297,0.4,4183,4071,1977,1208,401,45.3,158.0,1.9,208275,346729,0.0527086383601757
10505,925,843,777,13,53,13,82,2.7862006079027353,0.0,388,537,266,188,100,42.1,23.0,2.5,-,252925,0.03142857142857143
10506,5693,5521,5262,9,216,11,172,3.030578158458244,0.0,2556,3137,1390,1022,370,45.5,226.0,4.0,222500,398009,0.06676613204028348
10507,7068,4714,3747,550,227,757,2354,2.755096153846154,6.7,3151,3917,1019,649,316,35.6,828.0,14.4,64500,157419,0.2593089567259309
10509,19461,15701,14341,454,596,561,3760,2.792279959130054,2.8,9902,9559,4247,2783,1142,42.0,959.0,5.0,102372,140420,0.19183910268806806
10510,10381,9343,7600,356,878,504,1038,2.772539949537426,0.8,5138,5243,2553,1783,882,44.5,222.0,2.2,167847,280495,0.05682272909163665
10511,2158,1890,1678,136,21,196,268,2.8779731543624165,3.5,1127,1031,418,300,144,40.8,141.0,6.5,109375,133075,0.2344161545215101
10512,24716,20733,19325,691,409,1194,3983,2.6076229244777713,1.2,11647,13069,6636,4654,1921,47.0,1262.0,5.1,97363,143785,0.15271226415094338
10514,12389,12141,10431,230,1286,305,248,3.1312926890968886,0.6000000000000001,6192,6197,2365,1517,669,42.0,110.0,0.9,"250,000+",401352,0.030566909543273502
10516,5542,5088,4944,14,60,29,454,2.5005545454545457,0.5,2770,2772,1578,1082,311,47.2,162.0,2.9,102841,180609,0.11484401782653411
10517,420,388,369,0,14,0,32,2.4,0.0,213,207,100,88,47,48.4,0.0,0.0,72067,121162,0.1440329218106996
10518,1231,1209,1072,0,137,0,22,2.9848058252427183,0.0,544,687,438,370,93,55.1,19.0,1.5,198255,248363,0.03079416531604538
10519,220,220,177,0,43,0,0,,0.0,99,121,31,31,31,39.7,3.0,1.4,148375,274448,0.08333333333333333
10520,13152,11552,9863,651,674,816,1600,2.449361824453814,1.1,6172,6980,3387,2554,1198,44.7,550.0,4.3,105670,183257,0.1539043583535109
10522,11027,9983,8027,740,790,990,1044,2.6951375646962683,2.8,5648,5379,2574,1645,847,39.3,335.0,3.3,138477,238683,0.1307026307026307
10523,9077,6312,2533,2764,705,3011,2765,3.127115251897861,5.699999999999999,4788,4289,1557,1120,568,36.9,1017.0,11.3,98700,145584,0.22569373072970195
10524,4227,3914,3438,166,154,308,313,2.731962025316456,0.7,2102,2125,1203,809,290,46.9,345.0,8.2,122419,169378,0.15791984732824427
10526,1572,1353,1266,46,41,46,219,2.467177033492823,0.0,717,855,476,348,165,48.0,99.0,6.3,125801,250209,0.19035202086049544
10527,774,774,763,7,4,7,0,,0.0,376,398,190,158,46,48.1,10.0,1.3,161583,187641,0.0893719806763285
10528,13128,11710,9542,461,1480,523,1418,2.8304404145077715,2.4,6316,6812,3010,2094,1221,40.3,633.0,4.8,120846,236572,0.11083824492468894
10530,12791,10795,7865,1224,1341,1426,1996,2.207776228651098,1.7000000000000002,5652,7139,3974,3100,1220,46.7,795.0,6.2,108817,188527,0.0817477096546864
10532,4968,4358,3996,77,253,77,610,2.8048554913294796,3.4,2485,2483,1355,1040,409,45.0,151.0,3.1,99167,151642,0.15103270223752152
10533,7551,7112,6385,30,491,131,439,2.854651162790698,0.6,3598,3953,1497,1161,413,43.8,485.0,6.5,144121,293838,0.09297963558413719
10535,427,427,427,0,0,0,0,2.986853146853147,38.5,86,341,66,66,66,51.3,0.0,0.0,-,97634,0.08670520231213873
10536,10853,10128,9465,175,287,228,725,3.015030795072788,0.8,5082,5771,2417,1480,646,44.5,228.0,2.1,175833,280757,0.06847281499350528
10537,2106,1944,1233,547,117,581,162,2.9075862068965517,0.0,975,1131,368,262,37,43.0,237.0,11.3,103021,116733,0.09142857142857143
10538,16545,15009,13365,243,888,358,1536,2.8721169916434537,1.7,8456,8089,3352,2289,1184,40.8,438.0,2.7,177553,329246,0.07479876160990712
10541,26656,23958,23162,122,393,190,2698,2.964106107891217,0.4,13510,13146,5804,3959,1767,41.8,784.0,3.0,107258,150791,0.167129372570794
10543,20715,16032,13410,1173,1074,1322,4683,2.6978315008610414,5.1,10379,10336,4697,3476,1696,41.2,1563.0,7.7,99124,206204,0.16432013606727772
10545,129,108,97,11,0,11,21,,,129,0,44,33,22,52.5,53.0,44.5,-,-,0.3484848484848485
10546,1496,1338,1117,4,173,4,158,3.0907883817427386,0.0,743,753,312,266,150,45.0,5.0,0.3,199250,261469,0.09066305818673884
10547,7737,5749,4898,398,389,546,1988,3.037593891869583,6.9,3946,3791,1332,959,410,42.2,381.0,5.0,117721,136873,0.21720222275912057
10548,3817,3295,2952,263,40,357,522,2.6809144542772865,0.4,2035,1782,1047,673,321,47.2,337.0,9.1,84444,139237,0.14223904813412655
10549,16465,11868,10133,618,880,973,4597,2.7551186440677964,4.9,8895,7570,3925,2781,1156,43.7,1053.0,6.4,109450,206703,0.21274590646719282
10550,37817,31165,3050,26758,536,28529,6652,2.7902721849366148,6.0,17482,20335,6414,4588,1952,34.6,6681.0,17.8,47955,72560,0.32824213942038716
10552,19569,15937,7692,7100,672,8099,3632,2.286895561670056,3.7,8329,11240,5629,4357,2320,44.9,1899.0,9.9,74427,122334,0.17725258493353027
10553,10429,9488,204,9061,62,9482,941,3.0751403249630727,8.1,4506,5923,2177,1468,528,41.0,1274.0,12.2,71477,98033,0.3209549071618037
10560,4825,4451,3925,201,67,375,374,2.66335263462652,5.1,2327,2498,1419,1056,427,49.7,222.0,4.8,134076,222368,0.055973266499582286
10562,31772,19604,13240,4284,1353,5330,12168,2.70144495412844,5.3,16032,15740,7217,5058,2291,40.0,3082.0,10.4,76793,121826,0.21994153138023262
10566,23951,14407,7843,4984,507,6299,9544,2.478548655969994,4.2,11385,12566,5096,3603,1564,39.3,2890.0,12.2,54332,91175,0.33963045819869087
10567,20563,15754,13642,962,575,1432,4809,2.948163534938344,1.5999999999999999,10147,10416,4715,3224,1430,44.8,843.0,4.2,126907,171934,0.1267192371171832
10570,12893,11290,9927,622,410,740,1603,2.8832871720116615,6.5,6304,6589,2648,1871,692,38.6,257.0,2.2,134545,202761,0.11041306737867128
10573,38861,18061,15603,1069,996,1708,20800,3.0830610937625114,8.1,19452,19409,7653,5580,2839,38.7,3856.0,10.0,82150,138688,0.33073250859812126
10576,4891,4628,4234,107,139,124,263,2.64736556219446,0.0,2349,2542,1532,1123,372,51.2,90.0,1.8,205905,367692,0.08746948738812042
10577,6373,5529,4289,710,319,1003,844,3.102836363636363,0.0,2945,3428,678,491,282,20.4,315.0,12.1,202583,382822,0.17245326211369708
10578,868,663,631,0,32,0,205,3.3666279069767437,4.3,378,490,66,12,0,33.1,34.0,3.9,110972,155299,0.10677618069815195
10579,8483,7464,6967,133,94,308,1019,2.6679779527559053,0.7,4321,4162,2052,1439,392,45.0,507.0,6.0,103750,154833,0.1480008835873647
10580,17391,16237,14363,146,1012,278,1154,2.8437256520303733,2.3,8441,8950,3640,2677,1575,43.5,705.0,4.1,183871,374310,0.058855438025494984
10583,40013,37802,29884,579,5917,995,2211,2.898894223774189,0.7,19214,20799,9732,7037,3237,43.6,1385.0,3.5,201232,359036,0.050692225772097976
10588,2808,1966,1820,102,44,127,842,2.4064832330180566,5.5,1275,1533,941,706,221,50.5,204.0,7.3,103516,131470,0.17991329479768786
10589,8751,8257,7961,134,140,178,494,2.214849543256314,0.4,4047,4704,4306,3750,2030,59.5,242.0,2.9,103239,195261,0.06315211422295441
10590,7060,6568,6108,183,185,246,492,2.6255208333333337,1.2,3566,3494,1606,1036,421,45.1,274.0,3.9,144722,212774,0.0570876999448428
10591,23077,14225,11422,1420,964,1787,8852,2.58823838938458,4.199999999999999,10868,12209,4819,3458,1580,39.9,2091.0,9.2,95339,165123,0.21362178168956156
10594,5215,4421,4043,215,107,226,794,3.10853164556962,1.6,2512,2703,1195,800,449,40.8,143.0,2.9,147115,186327,0.17613850207000376
10595,8341,7077,5477,853,597,1003,1264,2.9748198002605295,1.0,4614,3727,1604,1225,656,37.5,957.0,13.4,110448,173835,0.14552696078431374
10596,1310,1189,1136,1,15,29,121,2.795160599571734,1.7,738,572,197,123,56,38.0,74.0,5.7,93533,105539,0.2803030303030303
10597,851,851,813,0,14,0,0,,0.0,398,453,273,205,54,49.3,0.0,0.0,"250,000+",311334,0.0
10598,29492,26358,23018,948,1812,1400,3134,2.7903089059975286,1.5,14370,15122,7679,5283,2523,44.2,840.0,2.8,124555,171256,0.11142952349216928
10601,11612,7926,4542,1706,1459,2020,3686,1.9849768929968006,4.6,5662,5950,2917,2149,1111,39.3,2180.0,19.3,65435,140410,0.18378558348593307
10603,17843,13723,7338,4766,1375,5267,4120,2.543296798384771,2.8000000000000003,8505,9338,3833,2592,1115,39.8,979.0,5.5,99005,132678,0.193717277486911
10604,11045,8188,6477,916,594,1079,2857,2.9216755319148935,1.7,5418,5627,2232,1615,823,42.1,996.0,9.1,93692,167713,0.2476253957673721
10605,18643,14942,12559,953,792,1514,3701,2.506098130841121,1.7000000000000002,8961,9682,5232,3874,1943,44.7,1657.0,9.0,111399,185516,0.14510252940564172
10606,16600,8842,5166,2199,1207,2444,7758,2.9146505376344085,8.0,8372,8228,3302,2296,1196,36.4,1557.0,9.6,79882,138183,0.2595909342177999
10607,7194,5403,2627,1535,1040,1826,1791,3.0540298507462684,2.3,3678,3516,1737,1138,414,42.7,282.0,4.0,132141,171777,0.2237442922374429
10701,59312,33925,15972,13872,3009,17885,25387,2.5733947193254934,7.5,28336,30976,12260,8788,4190,36.1,15323.0,26.2,44559,77945,0.31064126394052044
10703,21854,12402,7400,3265,1205,4136,9452,2.900280273568459,4.6,10426,11428,4733,3708,1559,38.2,3475.0,16.0,64456,96761,0.27084380971537764
10704,32223,24638,18810,3047,2245,4131,7585,2.6190580477082146,3.0,15793,16430,7357,5757,2707,41.7,2463.0,7.7,73165,105697,0.22224197179760635
10705,40733,18975,8770,6535,2688,9223,21758,2.8462005610098178,9.1,19979,20754,7041,5208,2114,36.3,7876.0,19.4,48540,79723,0.32885290148448043
10706,8734,8110,7169,286,495,319,624,2.6142340358603335,1.1,3939,4795,2506,1795,904,44.9,263.0,3.2,144414,252065,0.08044473512099411
10707,10316,8723,7406,305,662,820,1593,2.5875328614762387,1.9,5282,5034,2481,1818,901,40.7,503.0,4.9,101419,175093,0.1685502727981294
10708,21935,18611,15809,989,1200,1389,3324,2.308346580096272,2.8,9870,12065,5731,4286,2013,43.0,903.0,4.4,106875,251014,0.08504507853889767
10709,9663,9184,8184,185,689,185,479,2.598264150943396,1.7,4527,5136,2220,1703,838,43.4,241.0,2.5,117833,198345,0.11001926782273604
10710,26410,20347,13200,3138,3514,4275,6063,2.6052026092113065,5.300000000000001,12254,14156,6876,5392,2497,43.8,1653.0,6.3,87760,125908,0.17558052434456928
10801,41759,27539,13351,10520,2214,11614,14220,2.7689244407507445,8.6,20310,21449,7803,5750,2757,36.1,5989.0,15.0,64769,106000,0.2774647231406883
10803,12544,10926,8390,1256,848,1484,1618,3.1681074233595137,1.8,6199,6345,2188,1675,785,39.2,537.0,4.3,152932,257129,0.11456908344733242
10804,14753,13771,11764,1001,801,1191,982,2.975786585365854,0.0,7397,7356,4336,3090,1339,45.8,387.0,2.6,191773,290585,0.05830181296465371
10805,19215,11925,7440,3321,806,4112,7290,2.371903563385879,5.0,9039,10176,4708,3543,2097,42.1,1566.0,8.7,71439,109037,0.26080309824704445
10901,23538,20404,17199,1075,1515,1421,3134,2.6398741274745396,1.6,11232,12306,6182,4728,2177,44.1,1395.0,6.0,95744,149131,0.1416405978449774
10910,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10911,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
10913,5610,5038,4526,106,318,167,572,3.229309271935283,1.0,2894,2716,1173,855,440,38.3,89.0,1.7,140375,183895,0.09913954358398804
10914,395,395,320,75,0,75,0,,0.0,181,214,153,81,33,57.2,0.0,0.0,133047,129105,0.1339712918660287
