zip_code,total_population,total_non_hispanic,total_white_nonhispanic,total_black_nonhispanic,total_asian_alone,total_black,total_hispanic,average_household_size,pct_more_than_one_occupant_per_room,total_male,total_female,age_60_and_over,age_65_and_over,age_75_and_over,median_age,below_poverty_level,pct_below_poverty_level,household_median_income,household_mean_income,pct_services
19013,35345,31281,5695,24423,308,25924,4064,2.5726056910569106,2.0,17511,17834,6400,4332,2071,31.0,10875.0,33.9,30694,47714,0.4417927352155974
19014,21101,20883,18455,1445,518,1658,218,2.59536222674123,0.8999999999999999,9927,11174,4798,3237,1340,42.2,1266.0,6.2,85000,116576,0.1951750408126247
19015,16665,16154,11329,4269,126,4580,511,2.550809399477807,1.1,7850,8815,3637,2490,1332,37.5,2249.0,13.5,60972,82202,0.27055437367037916
19017,260,260,225,19,9,19,0,,0.0,135,125,106,85,50,51.3,44.0,18.4,63417,113466,0.27927927927927926
19018,23483,22977,16871,4499,1178,4646,506,2.393535301931133,1.6,11318,12165,5096,3649,1265,37.4,2233.0,9.5,57869,78270,0.24259927797833936
19020,54827,49220,36167,4228,6754,5574,5607,2.5080182169472813,2.3000000000000003,27284,27543,12750,8752,3588,40.5,6233.0,11.4,63907,96958,0.25203951671198926
19021,9675,8863,7762,614,334,744,812,2.5938324804740103,2.3,4729,4946,1931,1199,438,39.8,1126.0,11.7,54086,81581,0.3080241587575496
19022,3948,3740,2290,1102,94,1294,208,2.962969103240392,3.1,1838,2110,614,352,170,30.7,939.0,23.8,40855,52662,0.3095662507427213
19023,22146,21207,5722,14831,239,15778,939,2.9625848849945235,5.3,10132,12014,3300,2148,980,32.3,4840.0,22.4,47491,62400,0.40531730671284505
19025,5526,5455,4503,163,660,224,71,2.6576190476190478,0.0,2446,3080,1654,1132,555,45.3,98.0,1.8,140256,219266,0.10225967062428189
19026,31072,29548,22930,4585,1336,5374,1524,2.5957904442581725,1.6,14699,16373,5931,4055,1739,37.3,2405.0,7.8,70669,112698,0.18917307577654563
19027,19999,18992,9895,6784,1281,7657,1007,2.3163893120825034,2.4,9228,10771,5304,3801,1552,40.8,1702.0,8.6,74045,126837,0.15057005559219824
19029,4016,3976,3896,20,14,55,40,2.7773494809688586,2.2,1860,2156,999,642,299,39.0,649.0,16.2,52468,68176,0.30830248545742994
19030,11722,11157,9762,377,658,671,565,2.5616298402975275,2.7,5789,5933,2870,2038,920,44.4,741.0,6.3,71410,106842,0.23881278538812786
19031,4653,4525,4116,189,146,229,128,2.5807871720116617,0.0,2040,2613,1450,1094,590,44.1,169.0,3.8,105990,143999,0.16272189349112426
19032,6630,5925,3325,2332,122,2782,705,2.77,2.7,3256,3374,1272,858,395,36.5,537.0,8.2,59641,76055,0.3706111833550065
19033,8882,8286,7616,324,249,485,596,2.8232518259765005,1.0,4354,4528,1629,997,553,36.0,405.0,4.6,81917,108129,0.19962335216572505
19034,5791,5643,5204,155,202,207,148,2.746747967479675,0.0,2790,3001,1663,1093,518,43.9,92.0,1.7,121528,203520,0.08304011259676285
19035,3903,3755,3398,10,229,10,148,2.5563957361758827,0.0,1913,1990,1327,944,539,49.0,94.0,2.4,195931,379657,0.0220214568040655
19036,12824,12538,10945,1228,62,1477,286,2.4127848815344115,0.6,6087,6737,2735,2052,853,41.1,1529.0,11.9,56639,85019,0.25894279507603185
19038,30940,29807,23869,4140,1072,4560,1133,2.6097143113826253,0.4,14635,16305,7353,5145,2204,41.2,1469.0,5.0,93456,144366,0.14231159377051136
19040,20586,19404,17929,509,453,815,1182,2.6303064391000777,1.5,10045,10541,5168,3851,2058,42.1,876.0,4.3,81815,117660,0.19343963553530752
19041,6250,6091,5417,153,340,269,159,2.038032407407407,0.0,2881,3369,2470,1893,931,52.3,157.0,2.9,144107,320435,0.055978800927459424
19043,2331,2323,2203,38,82,38,8,2.34875,0.0,1056,1275,678,438,208,42.8,249.0,10.7,52574,131211,0.2828546562228024
19044,16350,15563,12743,1047,1569,1171,787,2.4426217228464417,1.5,7977,8373,3166,1696,658,37.3,385.0,2.4,79186,123147,0.19276987782896055
19046,17478,16755,14890,962,591,1218,723,2.446513812929463,0.7999999999999999,8151,9327,4906,3650,2025,46.4,978.0,5.6,99815,168471,0.13062755798090042
19047,35476,33698,29712,1453,2057,1779,1778,2.565958861738323,0.8,17674,17802,9246,6500,2866,42.5,1826.0,5.4,93629,141010,0.19316716802750322
19050,28340,27602,6622,18739,1416,19472,738,2.5421572195432627,1.4,12887,15453,6188,4257,1711,38.8,2930.0,10.5,53591,81991,0.29253525971792227
19053,26383,25528,22930,756,1279,1028,855,2.6933878887070377,2.0,13019,13364,6177,4327,1723,40.9,1255.0,4.8,83095,114813,0.22726630895227337
19054,16543,15700,13976,959,467,1311,843,2.7162432210353327,1.5,8038,8505,3353,2467,1076,38.7,771.0,4.7,78540,101799,0.2559912854030501
19055,14095,13206,12288,590,226,718,889,2.9073799126637554,1.1,6981,7114,2826,1932,629,39.8,626.0,4.5,76001,90117,0.3131168831168831
19056,15540,14585,12185,1263,882,1596,955,2.780321125744182,1.5999999999999999,7292,8248,3146,2220,1171,40.1,794.0,5.1,73992,108687,0.28244365361803087
19057,17468,15908,14163,1360,221,1567,1560,2.811982883901179,2.1,8260,9208,4000,2468,1010,39.3,1886.0,10.8,65549,88140,0.3124312431243124
19060,11308,11151,9317,275,1201,309,157,2.93906976744186,0.0,5382,5926,2857,1977,855,46.3,273.0,2.4,136971,176973,0.10970927043335162
19061,19868,19358,16565,1763,595,2198,510,2.5700415476499607,2.3,8908,10960,4803,3389,1417,40.9,2177.0,11.0,57848,85518,0.29486657160317786
19063,35798,34858,30743,1736,1561,2073,940,2.356392999526995,0.2,16852,18946,10714,7965,4026,46.1,1220.0,3.5,96755,170883,0.12537186570335743
19064,24672,24333,22761,306,846,559,339,2.851032830938194,0.5,11837,12835,6270,4593,1974,43.0,554.0,2.3,110810,136200,0.11745411948457633
19066,5497,5382,4965,147,240,204,115,2.760353982300885,0.0,2692,2805,1507,1141,395,43.0,125.0,2.6,192344,288219,0.047508690614136734
19067,51590,49079,41600,3444,2563,3937,2511,2.6048491620111736,0.7,26058,25532,11866,7853,2890,43.3,1906.0,3.7,106495,159832,0.14700719991403088
19070,7017,6880,5612,677,458,804,137,2.453116883116883,0.2,3400,3617,1620,1102,472,41.3,362.0,5.2,79250,115380,0.2138030888030888
19072,9633,9246,8061,343,585,427,387,2.347042459736457,0.3,4570,5063,2401,1662,617,43.7,338.0,3.5,115985,255784,0.040338071456012294
19073,19566,19166,17275,272,1115,482,400,2.4450627774254916,0.2,9459,10107,6746,5088,2495,48.9,1129.0,5.8,98487,203289,0.10038348748026167
19074,5890,5786,5175,100,269,134,104,2.8632700729927003,0.0,2831,3059,1049,682,178,39.8,362.0,6.2,77034,92504,0.27325227963525833
19075,7710,7301,6233,624,259,779,409,2.75588741484403,0.8999999999999999,3795,3915,1472,1064,505,39.1,244.0,3.2,96801,123866,0.14858214202015468
19076,6534,6510,5641,515,74,773,24,2.368143868803578,0.5,2958,3576,1162,786,448,36.3,670.0,10.6,60135,91439,0.21484375
19078,11240,10858,10491,131,170,195,382,2.55930173992674,0.9,5576,5664,2682,1828,847,41.3,643.0,5.8,75757,101551,0.2057229935658652
19079,9286,8772,1466,7070,57,7314,514,2.6361205915813426,1.2,4285,5001,1915,1089,461,35.5,1524.0,16.4,50450,76553,0.331350114416476
19081,10109,9912,8670,488,429,547,197,2.63534904805077,0.0,4953,5156,2201,1591,685,35.7,299.0,3.4,96397,169774,0.1458168902920284
19082,41016,38241,8444,19760,8874,20697,2775,2.892121683763707,5.3,20027,20989,6186,3995,1237,33.2,7974.0,19.5,44600,64401,0.38667679837892605
19083,36282,35656,32283,1286,1304,1661,626,2.7983692450782827,0.7,18223,18059,7947,5591,2405,40.3,929.0,2.6,102285,139807,0.13741482552137105
19085,8961,8575,7421,460,312,592,386,2.946081370449679,0.0,4421,4540,1585,1066,288,21.1,313.0,5.6,216364,348934,0.09643718189124029
19086,11537,11335,9474,342,1030,661,202,2.6771735497732156,0.0,5789,5748,2789,1950,1042,43.4,478.0,4.2,112253,152296,0.11637253188886948
19087,32934,31482,26200,1548,3109,1803,1452,2.5400365661098645,1.7000000000000002,15860,17074,7270,5307,2066,41.2,1283.0,4.2,137943,223445,0.09570265740962414
19090,18492,17536,13003,2869,951,3453,956,2.570154500354359,1.7999999999999998,8773,9719,4082,2873,1247,39.4,1447.0,8.0,73237,100524,0.1986521513737688
19094,3770,3606,3162,344,28,391,164,2.4805325443786983,0.5,2043,1727,928,586,225,43.2,522.0,13.9,67091,93286,0.419082762256194
19095,7014,6693,3558,2341,453,2507,321,2.2242823370482947,0.9,3197,3817,2063,1570,892,41.9,721.0,10.9,74018,138433,0.1250374812593703
19096,13603,13117,10293,598,1835,715,486,2.453048915042295,0.2,6178,7425,4046,3018,1480,45.7,553.0,4.2,138922,252975,0.04786088027085257
19102,4937,4678,3583,220,809,220,259,1.5316118200134317,1.0,2505,2432,1096,907,416,31.8,653.0,14.3,90750,223116,0.04625041295011562
19103,24219,22842,17468,1499,2840,2044,1377,1.5683678876598,1.8,10699,13520,6390,5231,2257,35.9,2098.0,8.8,73611,219188,0.05850091407678245
19104,54311,51545,18782,22746,7637,24190,2766,2.4198142717497557,4.7,26268,28043,5420,3813,1742,22.8,18259.0,45.3,25865,57260,0.23087768769827283
19106,12375,11578,9495,1003,798,1166,797,1.7243810400368154,2.0,6390,5985,3080,2180,921,37.6,851.0,7.5,109393,228289,0.05823693657758277
19107,13696,12993,7600,1094,3699,1295,703,1.6329724596391262,3.3,6571,7125,2006,1515,710,30.7,2917.0,23.3,53534,134247,0.13170613823102947
19109,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
19111,68263,54814,29834,15765,6907,17680,13449,2.822824905975763,3.6,32308,35955,12453,8908,4207,35.5,11866.0,17.6,48186,72090,0.31181844043366946
19112,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
19113,93,93,74,0,19,0,0,,0.0,44,49,16,16,6,37.3,14.0,15.1,39891,82256,0.08928571428571429
19114,31736,28893,23991,3190,1284,3495,2843,2.4122975053895908,1.1,15649,16087,8506,6227,3014,40.9,3149.0,10.0,56781,83230,0.22295834699901607
19115,34479,31886,23511,3063,4475,3804,2593,2.471204329192998,2.6,16064,18415,10421,8130,4248,43.3,4142.0,12.2,52635,95924,0.2700292873413602
19116,34912,32704,23286,2086,5849,2368,2208,2.6944606759317753,3.2,16361,18551,9856,7042,3366,43.6,4672.0,13.6,55123,87452,0.3206343419613562
19118,10919,10163,7149,2064,580,2205,756,2.2082480270574973,0.8999999999999999,4929,5990,2931,2229,857,44.0,664.0,6.6,85437,191557,0.11355311355311355
19119,29391,28536,9199,17024,567,18392,855,2.3912078792958926,0.7,13355,16036,8177,5897,2641,43.2,2959.0,10.4,61297,128789,0.14717008584315439
19120,74971,51880,4526,37485,8273,40832,23091,3.225840730845471,3.6,35855,39116,8953,5500,1884,30.2,21719.0,29.1,37891,53407,0.4037167679142988
19121,30733,28787,4097,22948,1190,23940,1946,2.478482470784641,1.3,13608,17125,4960,3158,1622,27.2,14551.0,48.7,19668,41790,0.38749535488665926
19122,22187,16035,6148,8014,1336,9216,6152,2.813966179861645,3.9000000000000004,11132,11055,2959,2035,902,26.8,6227.0,33.8,35828,61957,0.3194239709717655
19123,15681,14055,7575,4579,1190,5152,1626,2.0131626546083257,1.9,7876,7805,2622,1902,670,32.5,2991.0,19.4,73730,129691,0.12247037852574184
19124,68965,40362,9692,25538,3394,29418,28603,3.0249622799664713,3.0,32749,36216,8737,5538,1725,31.0,23531.0,34.3,33427,51350,0.3606271777003484
19125,24674,21350,18439,971,1472,1316,3324,2.418973192204966,2.2,12739,11935,3309,2050,835,33.0,4314.0,17.5,65218,85058,0.1781985242934707
19126,15863,15094,852,12931,590,13907,769,2.6089849559052394,1.2,7548,8315,3901,2809,1335,39.3,3821.0,25.3,41266,69133,0.3328168577626278
19127,6082,5763,4943,569,83,674,319,2.393997627520759,0.7,3376,2706,617,415,142,27.8,1383.0,22.9,73750,107969,0.19734771858844685
19128,38309,36691,29456,4663,1082,5695,1618,2.368642643764003,2.2,18261,20048,7895,5764,2524,34.7,3752.0,9.9,72563,108456,0.14851123979754685
19129,10640,10259,5525,3797,463,4098,381,2.210148165033052,0.0,4934,5706,1758,1282,561,34.3,1529.0,15.6,63926,117169,0.13774567444985722
19130,27410,25812,17881,5036,2009,5521,1598,1.999118843199277,2.4,13171,14239,4554,3309,1376,32.9,3388.0,12.6,82632,162119,0.10145989515810834
19131,44972,43530,4808,36153,1563,37130,1442,2.4249317895219535,2.0,19328,25644,9870,7265,3755,34.3,13874.0,33.0,34844,55568,0.2900570741964554
19132,32196,31168,1027,29159,368,30160,1028,2.308961907531259,1.8,14847,17349,6696,4428,2094,37.2,12574.0,39.4,20955,43158,0.40821678321678323
19133,27419,11328,970,9524,339,10915,16091,3.0475390142584486,5.9,13391,14028,4218,2589,1040,33.3,14071.0,51.7,19130,38981,0.44147253379350015
19134,61509,33087,21554,9701,962,12399,28422,3.06509026727181,6.0,29598,31911,7664,4820,1815,30.9,25033.0,41.0,28911,46705,0.38237983944721066
19135,35302,27037,16012,8548,1605,9652,8265,2.9472616157388027,2.4,16978,18324,5272,3407,1564,31.9,7540.0,21.4,44779,65488,0.3603021978021978
19136,34470,29484,21972,5284,1032,6275,4986,2.551057890563045,1.4000000000000001,17838,16632,6810,4478,1699,35.8,5959.0,18.4,48576,72246,0.2707846883181207
19137,8482,7756,7496,198,0,301,726,2.76640065681445,1.1,4442,4040,1415,978,380,37.2,1579.0,18.7,54006,76838,0.27213822894168466
19138,32399,31858,827,29675,185,30741,541,2.7818510675842596,0.9,14614,17785,7598,5655,2454,38.5,7038.0,22.1,39851,63859,0.40692439062257413
19139,44870,43595,2540,39043,1157,40271,1275,2.6284161509343265,2.4000000000000004,20080,24790,8398,5840,2360,33.3,16050.0,36.5,28505,42736,0.3821036889332004
19140,51667,30139,1555,27123,567,30595,21528,2.7585486754428734,3.0,24630,27037,8775,5992,2562,33.0,21442.0,42.0,21665,43104,0.4123382711419464
19141,34784,33282,1496,29251,1769,29848,1502,2.636466129796305,2.6,15735,19049,6864,4991,2130,33.2,9350.0,28.0,31018,54703,0.3481069042316258
19142,28144,27426,1672,23642,1763,24032,718,2.869180615829717,3.6,13003,15141,3749,2295,839,31.0,9273.0,33.1,30431,47247,0.4140319180969588
19143,65247,62916,7578,51762,1580,53916,2331,2.534416653598871,1.9,29771,35476,12693,9118,4088,33.9,19859.0,30.6,33351,59220,0.29228262134792227
19144,42556,40886,6883,31729,893,33419,1670,2.3019459644322846,2.4,19224,23332,9282,6195,2817,36.1,12302.0,29.8,33786,64441,0.2691724057429672
19145,46623,43709,22580,13964,6289,14975,2914,2.54,1.9,22138,24485,10397,7630,3205,37.6,9889.0,21.4,42009,73385,0.3079226272515565
19146,38873,37074,17339,16588,1691,17516,1799,2.2629946366476097,1.7000000000000002,18649,20224,6353,4693,1928,33.9,6753.0,17.5,63524,121920,0.1852748960285179
19147,39060,35524,25920,3509,4936,4047,3536,2.276240997716494,2.2,19231,19829,6033,4245,1630,34.9,4350.0,11.2,77695,138960,0.16227112380312447
19148,52594,45065,29439,2590,11704,3636,7529,2.667281998980112,5.6000000000000005,25803,26791,10563,7696,3986,36.2,11695.0,22.3,52584,74256,0.3022365745724196
19149,59633,46309,20370,14530,9161,18498,13324,3.141269656992084,2.8,28992,30641,8554,6066,2100,32.9,13108.0,22.1,45126,58732,0.38701914176755897
19150,22492,22175,538,21046,145,21543,317,2.3564872788189715,0.7,9240,13252,7073,5243,1633,45.4,2823.0,12.6,46150,70363,0.24976911236531554
19151,33174,31829,2150,28886,235,29607,1345,2.755879485671065,2.2,14853,18321,5768,3813,1545,34.9,6029.0,18.3,48369,73945,0.2798913043478261
19152,37067,32276,19798,5480,5551,6132,4791,2.728154770963324,4.3,18100,18967,9575,6938,3415,40.7,5177.0,14.4,52696,75594,0.30815655811174186
19153,13190,12273,1589,9661,537,10454,917,2.419968732757035,1.7000000000000002,6063,7127,2769,1960,890,38.2,2906.0,22.2,42418,65132,0.4192374624268312
19154,34253,31434,26708,2903,1353,3196,2819,2.7284854337679056,1.6,16730,17523,7585,5417,2403,39.1,2763.0,8.1,65082,93803,0.2506464503996239
19301,6438,6191,5313,190,547,215,247,2.413449848024316,1.3,3023,3415,1742,1330,579,44.6,311.0,4.9,97031,156638,0.11456483126110124
19310,3149,2916,2696,162,3,198,233,3.1136363636363638,3.0,1572,1577,477,322,137,30.8,267.0,8.5,61471,92311,0.33433014354066987
19311,9057,6081,5333,354,288,417,2976,3.2027220424307803,4.9,4536,4521,1486,1012,417,35.4,682.0,7.5,103967,142970,0.15382882882882884
19312,11974,11797,9846,191,1257,272,177,2.729312872194228,0.9,5720,6254,3040,2205,1049,45.3,357.0,3.0,134531,232120,0.057907275059556534
19316,209,209,209,0,0,0,0,2.0456862745098037,0.0,130,79,50,30,23,49.1,8.0,3.8,61786,78827,0.0546875
19317,9910,9675,7765,382,1292,472,235,2.7468819290465634,0.5,4797,5113,2539,1850,685,45.2,474.0,4.8,125093,192496,0.10929397686477862
19319,747,730,540,185,1,185,17,,0.0,491,256,164,164,21,21.7,0.0,0.0,238984,229693,0.13538461538461538
19320,54675,49503,35583,10748,987,12833,5172,2.657512850929221,1.7,26806,27869,12044,8462,3474,40.3,6197.0,11.4,72836,99007,0.2691747396023017
19330,5442,5090,4823,112,0,169,352,2.8355625,1.3,2718,2724,1354,895,378,42.6,326.0,6.0,83071,120218,0.21963636363636363
19333,6575,6358,4961,250,1082,287,217,2.3385781137509,0.0,3227,3348,1493,1147,660,41.0,292.0,4.5,106786,217636,0.03813155386081983
19335,48857,46491,40740,1833,3143,2684,2366,2.686799622767114,0.6000000000000001,24421,24436,9277,6292,2475,40.1,1956.0,4.0,107686,161117,0.15523952095808383
19341,17274,16511,12647,765,2890,1033,763,2.5058259221460855,2.2,8376,8898,3801,2519,1026,40.3,786.0,4.6,101241,150168,0.1465363187217492
19342,18859,18603,16005,893,1383,1087,256,2.4783484349258647,0.30000000000000004,9405,9454,5829,4666,2749,46.0,362.0,2.0,107823,175176,0.11196911196911197
19343,7946,7633,7170,160,271,197,313,2.863159073935773,0.5,4075,3871,1742,1176,402,45.4,240.0,3.1,125425,161530,0.1290619958515787
19344,11912,11644,11240,286,40,358,268,2.7596900141978233,2.2,5691,6221,3018,2181,1264,41.1,1090.0,9.4,65227,93841,0.3003938417472252
19345,689,659,491,138,0,157,30,,,102,587,209,203,163,20.8,12.0,37.5,-,-,0.12460063897763578
19348,23537,18478,16352,953,943,1064,5059,2.697090909090909,2.4,11503,12034,5873,4064,2014,41.4,1383.0,6.0,92107,156853,0.19576202118989405
19350,11730,10968,10131,172,423,245,762,2.805102980373152,0.0,6022,5708,2704,1805,559,45.6,466.0,4.0,127531,178319,0.1223742838956079
19352,10910,10182,8500,1393,132,1558,728,3.195445544554456,1.7000000000000002,5432,5478,1375,833,299,29.3,524.0,5.8,117857,138059,0.15951459725641928
19355,25928,25120,21060,1070,2367,1210,808,2.6154778174400817,0.30000000000000004,12587,13341,6173,4265,1876,42.9,1112.0,4.3,121600,199374,0.11709837124201765
19358,855,726,575,133,0,157,129,3.2909230769230775,5.8,350,505,58,20,13,29.1,145.0,17.0,37340,54404,0.45808383233532934
19362,5884,5260,5143,94,9,104,624,2.8228914505283385,1.2000000000000002,3021,2863,1345,995,456,42.9,339.0,5.8,70431,93373,0.32407407407407407
19363,17119,14395,13112,677,177,1111,2724,3.019081687132942,3.0,8561,8558,3130,2297,848,37.4,1476.0,8.7,73811,103230,0.23322644301924025
19365,7290,6849,6210,305,9,456,441,2.798046242774566,0.7,3514,3776,1530,1018,434,39.0,536.0,7.4,72346,96479,0.2681330191149516
19367,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
19372,1667,1527,779,554,162,664,140,2.7398684210526314,0.0,806,861,334,267,154,30.0,343.0,20.6,86917,171713,0.2958748221906117
19373,4931,4722,3582,932,98,1113,209,3.218078141499472,3.4,3165,1766,554,295,23,35.4,99.0,3.2,134931,212666,0.15853658536585366
19374,1146,301,301,0,0,0,845,3.1172282608695654,2.7,700,446,222,163,79,38.5,377.0,32.9,27299,52579,0.25535714285714284
19375,23,23,23,0,0,0,0,,0.0,7,16,0,0,0,11.6,0.0,0.0,-,N,
19380,51097,48780,42879,2038,2925,2340,2317,2.4755101641907737,0.8999999999999999,25126,25971,13038,9480,4214,41.6,2728.0,5.4,97383,153762,0.1564691226196832
19382,54460,52564,47097,2228,2328,2708,1896,2.5584835984095426,1.2,26943,27517,11980,8387,3059,38.7,5497.0,10.7,96998,165246,0.16451501553331033
19383,3139,2940,2221,515,86,630,199,,,1306,1833,0,0,0,19.3,0.0,-,-,-,0.36454849498327757
19390,14195,10908,10328,327,137,476,3287,2.8871748510376,4.9,7010,7185,3231,2770,1316,40.1,1226.0,8.7,82858,118636,0.24564965197215777
19401,42116,32330,15548,13245,1565,15339,9786,2.5276961026147013,3.2,20518,21598,8487,6092,2997,35.1,7809.0,18.9,51090,80275,0.3411338962605549
19403,46165,44259,35007,4017,4436,4595,1906,2.402286536439599,0.8999999999999999,23126,23039,11427,8545,4220,42.2,2239.0,5.1,83970,126066,0.1865019584212112
19405,5360,4721,4003,383,220,440,639,2.33,7.0,2821,2539,783,542,170,35.3,601.0,11.2,63357,83324,0.338525111252384
19406,24187,23070,15926,1356,5059,1652,1117,2.3333284841431476,1.1,12071,12116,5239,4064,1887,37.5,1014.0,4.2,88239,129034,0.14646502272219325
19422,18991,18511,14518,1182,2527,1334,480,2.6218227564998604,0.6,9202,9789,5243,4020,1802,45.6,520.0,2.8,120517,190575,0.120966894377299
19425,15630,15143,12294,95,2650,112,487,3.0155040556199304,0.4,7727,7903,2316,1360,368,39.8,411.0,2.6,164792,226632,0.09500563274502441
19426,40766,39410,32091,3392,3057,3806,1356,2.8887772925764192,0.6000000000000001,21854,18912,7119,4349,1238,39.6,1209.0,3.4,122290,168061,0.13036449147560258
19428,16853,16404,14463,888,651,1120,449,2.1481235639520038,0.4,8552,8301,3151,2181,948,34.2,1206.0,7.2,86573,132361,0.1420705839877245
19435,143,143,143,0,0,0,0,,0.0,67,76,0,0,0,39.4,0.0,0.0,-,N,0.1827956989247312
19436,639,639,639,0,0,0,0,1.5806702412868634,0.0,265,374,484,466,418,83.2,41.0,6.9,55583,307533,0.0962962962962963
19437,1037,1037,1010,0,27,0,0,,0.0,541,496,385,249,141,47.4,0.0,0.0,"250,000+",390857,0.0
19438,24845,24187,21747,662,1444,780,658,2.597672268907563,1.2,11849,12996,5769,4279,2251,44.5,806.0,3.3,98636,142455,0.2126428141912207
19440,19100,18004,13268,1141,3207,1208,1096,2.5752862362971984,2.0,9756,9344,4573,3211,1238,41.0,916.0,4.8,72792,116271,0.2678724416944312
19442,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
19444,10911,10637,9792,233,532,298,274,2.409588100686499,0.0,5337,5574,3213,2380,1259,44.2,511.0,4.8,116127,184517,0.09330143540669857
19446,56398,54010,42374,3055,7359,3659,2388,2.4999605781865966,1.1,26808,29590,15152,11119,5649,42.9,2828.0,5.1,84390,134136,0.19156948894981995
19453,1662,1541,1449,19,73,19,121,2.2165420560747666,2.8,931,731,300,181,74,46.3,214.0,12.9,64896,92512,0.1893491124260355
19454,29237,28597,21243,1555,5012,1796,640,2.525432098765432,1.4,14726,14511,7140,5140,2396,43.4,1405.0,4.9,91801,155107,0.1570989068534398
19456,630,549,450,84,15,84,81,,0.0,288,342,77,37,23,42.7,0.0,0.0,106057,154902,0.10792951541850221
19457,63,63,44,0,19,0,0,,0.0,22,41,0,0,0,52.6,0.0,0.0,-,N,0.0
19460,41911,38803,34081,2068,1942,2454,3108,2.5084395119259306,1.2000000000000002,21395,20516,8181,5996,2068,38.3,2644.0,6.5,96997,147301,0.17016238159675237
19462,15572,14791,11823,1219,1395,1582,781,2.572989449003517,1.2,7419,8153,3638,2463,1259,41.5,663.0,4.3,96188,143397,0.1226438492063492
19464,46918,44411,34754,6650,610,8570,2507,2.558356977895084,2.3,22816,24102,9382,6598,2901,38.4,5722.0,12.3,59812,91543,0.2991287112359087
19465,17613,17082,15848,440,524,674,531,2.6078033472803344,0.4,8504,9109,4097,2894,1405,43.2,913.0,5.2,87563,130089,0.17581578085779767
19468,26061,25587,22477,1336,1201,1587,474,2.542881002087683,0.9,12477,13584,4989,3726,1821,39.7,1727.0,6.8,79651,117167,0.18823365979023407
19472,12,12,12,0,0,0,0,,0.0,6,6,12,12,6,-,0.0,0.0,-,N,1.0
19473,16428,15657,14431,412,452,473,771,2.800853700516351,0.2,8134,8294,3322,2162,1009,40.2,924.0,5.7,100253,131657,0.15864570737605804
19474,583,583,583,0,0,0,0,,0.0,232,351,266,189,18,58.6,50.0,8.6,65136,162607,0.20518867924528303
19475,11239,10923,9923,569,200,882,316,2.576330188679245,1.7,5859,5380,2564,1797,837,42.9,1074.0,9.8,81563,122316,0.19313918170448455
19477,127,127,106,21,0,21,0,,,59,68,115,103,79,77.9,0.0,-,-,-,
19492,344,344,340,4,0,4,0,1.1581048387096775,0.0,118,226,324,320,302,85.5,36.0,12.5,25946,44903,0.3333333333333333
19501,1098,1079,1006,37,0,57,19,2.452477678571429,0.0,566,532,130,108,52,39.8,23.0,2.1,70341,79334,0.3429811866859624
19503,1379,1379,1371,0,5,0,0,2.482972972972973,0.0,684,695,267,247,89,35.8,17.0,1.2,63375,84571,0.3333333333333333
19504,5126,5107,5065,3,18,3,19,2.5774886763965776,0.3,2593,2533,1431,917,333,49.4,233.0,4.6,83807,98359,0.26853776853776856
19505,3461,3443,3426,0,3,2,18,2.426061667834618,0.0,1736,1725,1087,746,359,47.5,200.0,5.8,75202,90056,0.2567287784679089
19506,7162,6846,6620,82,33,191,316,2.5864389009399855,0.8999999999999999,3577,3585,1834,1294,477,46.9,302.0,4.2,79919,99131,0.2598235765838011
19507,3163,3088,3025,0,51,0,75,2.904330275229358,3.2,1558,1605,692,578,251,39.1,194.0,6.2,63088,95122,0.3571910871033086
19508,15340,14957,14119,339,165,462,383,2.5544422244422242,0.2,7978,7362,3710,2715,1004,44.6,831.0,5.4,68250,91426,0.2952936793741463
19510,8470,7859,7127,514,191,514,611,2.5983195338853116,0.0,4268,4202,1680,1137,542,41.9,324.0,3.8,78943,109595,0.3952991452991453
19511,94,94,94,0,0,0,0,,0.0,63,31,16,16,0,38.0,0.0,0.0,115156,97424,0.5714285714285714
19512,17307,17097,16268,490,76,686,210,2.4113195905202636,1.3,8584,8723,4917,3393,1487,47.1,1070.0,6.3,67625,92452,0.2838394793926247
19518,15586,14799,13525,680,377,774,787,2.7638355193193904,0.6000000000000001,7710,7876,3742,2725,1161,43.4,922.0,5.9,91713,115879,0.2389459014316483
19519,0,0,0,0,0,0,0,,,0,0,0,0,0,-,0.0,-,-,-,
19520,5635,5577,5477,45,11,45,58,2.408857509627728,0.1,2729,2906,1721,1290,493,48.7,246.0,4.4,85117,123097,0.17329737019554955
19522,14209,13522,13158,70,48,237,687,2.6045369003690038,0.9,6964,7245,3659,2435,949,45.2,1227.0,8.7,75862,99696,0.32898102032575044
19523,463,463,463,0,0,0,0,,0.0,251,212,118,51,15,31.7,0.0,0.0,51019,62624,0.09063444108761329
19525,16294,15800,15041,237,299,346,494,2.881183557760454,0.4,7980,8314,3127,2267,770,39.9,509.0,3.1,97285,127147,0.17792741383245833
19526,11245,10814,10656,8,50,46,431,2.408070175438597,0.4,5386,5859,3073,2304,1033,45.6,1046.0,9.4,57433,86700,0.3308658977448786
